fare_pkr,trip_duration_min,driver_rating,surge_multiplier,hour,day_of_week,month,quarter,is_weekend,is_holiday,hour_sin,hour_cos,month_sin,month_cos,city_Karachi,city_Lahore,city_Peshawar,city_Quetta,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Van,weather_Foggy,weather_Rainy,weather_Unknown,weather_Windy,effective_fare,fare_per_min,is_peak_hour,is_night_ride,is_high_surge,fare_efficiency
288.15,27.8,4.6,1.0,0,4,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,1,0,0,0,0,1,0,0,0,288.15,10.3651,0,1,0,288.15
528.13,63.3,3.7,1.0,6,4,9,3,0,0,1.0,0.0,-1.0,-0.0,1,0,0,0,0,0,0,0,0,0,0,528.13,8.3433,0,0,0,528.13
822.72,26.0,4.2,1.5,12,4,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,1,1,0,0,0,0,0,1,1234.08,31.6431,0,0,0,548.48
689.83,62.0,3.6,2.0,18,4,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,1379.66,11.1263,1,0,1,344.915
315.13,17.8,4.6,1.2,0,5,9,3,1,0,0.0,1.0,-1.0,-0.0,1,0,0,0,1,0,0,0,0,0,0,378.16,17.7039,0,1,0,262.60833333333335
564.58,20.2,4.1,1.5,6,5,9,3,1,0,1.0,0.0,-1.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,846.87,27.9495,0,0,0,376.3866666666667
154.22,83.0,3.3,1.2,12,5,9,3,1,0,0.0,-1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,0,0,185.06,1.8581,0,0,0,128.51666666666668
714.2,22.6,4.0,1.0,18,5,9,3,1,0,-1.0,-0.0,-1.0,-0.0,1,0,0,0,1,0,0,0,0,0,0,714.2,31.6018,1,0,0,714.2
1367.08,0.7,5.0,2.0,0,6,9,3,1,0,0.0,1.0,-1.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,2734.16,1952.9714,0,1,1,683.54
513.07,28.3,4.5,1.0,6,6,9,3,1,0,1.0,0.0,-1.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,513.07,18.1297,0,0,0,513.07
842.83,51.9,4.7,1.2,12,6,9,3,1,0,0.0,-1.0,-1.0,-0.0,0,1,0,0,0,0,0,1,0,0,0,1011.4,16.2395,0,0,0,702.3583333333333
197.63,34.9,4.4,1.0,18,6,9,3,1,0,-1.0,-0.0,-1.0,-0.0,0,1,0,0,0,0,0,1,0,0,0,197.63,5.6628,1,0,0,197.63
247.36,19.3,4.2,1.0,0,0,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,0,0,1,0,0,0,0,0,0,247.36,12.8166,0,1,0,247.36
368.17,24.5,4.3,1.2,6,0,9,3,0,0,1.0,0.0,-1.0,-0.0,0,1,0,0,0,0,0,1,0,0,0,441.8,15.0273,0,0,0,306.80833333333334
404.72,101.7,4.4,1.0,12,0,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,0,1,0,0,1,0,0,0,404.72,3.9795,0,0,0,404.72
514.71,2.1,3.8,1.0,18,0,9,3,0,0,-1.0,-0.0,-1.0,-0.0,1,0,0,0,1,0,0,0,1,0,0,514.71,245.1,1,0,0,514.71
315.96,24.2,4.7,1.0,0,1,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,0,0,0,1,0,0,0,0,0,315.96,13.0562,0,1,0,315.96
472.88,7.3,4.9,1.0,6,1,9,3,0,0,1.0,0.0,-1.0,-0.0,0,0,0,0,0,0,1,0,1,0,0,472.88,64.7781,0,0,0,472.88
701.76,22.5,4.2,2.0,12,1,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,0,1,1403.52,31.1893,0,0,1,350.88
563.55,20.6,4.0,1.2,18,1,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,0,0,0,1,0,1,0,0,676.26,27.3568,1,0,0,469.625
361.88,3.7,3.9,1.0,0,2,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,361.88,97.8054,0,1,0,361.88
633.42,5.1,5.0,1.0,6,2,9,3,0,0,1.0,0.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,0,0,633.42,124.2,0,0,0,633.42
353.68,21.4,4.1,1.5,12,2,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,1,0,0,1,0,0,1,0,0,530.52,16.5271,0,0,0,235.78666666666666
459.71,3.0,4.6,1.0,18,2,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,1,0,0,0,0,0,0,0,459.71,153.2367,1,0,0,459.71
684.04,6.8,4.2,1.0,0,3,9,3,0,0,0.0,1.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,0,0,684.04,100.5941,0,1,0,684.04
399.16,39.7,4.2,1.0,6,3,9,3,0,0,1.0,0.0,-1.0,-0.0,1,0,0,0,1,0,0,0,0,0,0,399.16,10.0544,0,0,0,399.16
216.53,8.7,3.9,1.5,12,3,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,1,0,0,0,1,0,0,0,324.8,24.8885,0,0,0,144.35333333333332
453.17,14.7,3.8,1.0,18,3,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,0,0,0,0,1,0,0,0,453.17,30.8279,1,0,0,453.17
687.02,62.3,4.7,1.0,0,4,9,3,0,0,0.0,1.0,-1.0,-0.0,0,1,0,0,1,0,0,0,0,0,0,687.02,11.0276,0,1,0,687.02
718.11,5.7,3.8,1.0,6,4,9,3,0,0,1.0,0.0,-1.0,-0.0,0,0,1,0,0,1,0,0,0,0,1,718.11,125.9842,0,0,0,718.11
241.65,10.9,4.5,1.0,12,4,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,1,0,0,0,0,1,0,0,0,0,241.65,22.1697,0,0,0,241.65
620.9,20.5,4.3,1.0,18,4,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,1,1,0,0,0,1,0,0,620.9,30.2878,1,0,0,620.9
386.82,31.0,4.7,1.0,0,5,9,3,1,0,0.0,1.0,-1.0,-0.0,1,0,0,0,0,0,1,0,1,0,0,386.82,12.4781,0,1,0,386.82
870.42,51.0,4.0,1.0,6,5,9,3,1,0,1.0,0.0,-1.0,-0.0,1,0,0,0,1,0,0,1,0,0,0,870.42,17.0671,0,0,0,870.42
219.16,54.4,4.8,1.0,12,5,9,3,1,0,0.0,-1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,0,1,219.16,4.0287,0,0,0,219.16
615.11,33.0,4.2,1.0,18,5,9,3,1,0,-1.0,-0.0,-1.0,-0.0,1,0,0,0,0,0,0,0,0,0,0,615.11,18.6397,1,0,0,615.11
365.03,5.7,5.0,1.5,0,6,9,3,1,0,0.0,1.0,-1.0,-0.0,1,0,0,0,1,0,0,1,0,0,0,547.54,64.0404,0,1,0,243.35333333333332
318.65,0.6,3.5,1.5,6,6,9,3,1,0,1.0,0.0,-1.0,-0.0,0,0,1,0,0,1,0,0,0,0,0,477.98,531.0833,0,0,0,212.4333333333333
699.14,10.7,5.0,1.0,12,6,9,3,1,0,0.0,-1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,1,0,0,699.14,65.3402,0,0,0,699.14
753.32,3.4,4.2,1.0,18,6,9,3,1,0,-1.0,-0.0,-1.0,-0.0,0,0,0,1,0,0,0,0,1,0,0,753.32,221.5647,1,0,0,753.32
127.08,27.3,4.4,1.0,0,0,9,3,0,0,0.0,1.0,-1.0,-0.0,1,0,0,0,0,0,1,0,1,0,0,127.08,4.6549,0,1,0,127.08
705.3,23.8,4.0,1.2,6,0,9,3,0,0,1.0,0.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,0,0,846.36,29.6345,0,0,0,587.75
424.46,1.0,3.5,1.2,12,0,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,1,0,1,0,1,0,0,0,509.35,424.46,0,0,0,353.71666666666664
446.65,39.9,4.0,1.0,18,0,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,0,0,1,0,0,0,0,0,446.65,11.1942,1,0,0,446.65
212.21,6.3,4.1,1.2,0,1,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,254.65,33.6841,0,1,0,176.84166666666667
594.97,12.5,4.4,1.2,6,1,9,3,0,0,1.0,0.0,-1.0,-0.0,0,0,0,0,0,0,0,0,1,0,0,713.96,47.5976,0,0,0,495.8083333333334
1219.5,24.3,4.9,2.0,12,1,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,1,0,0,0,0,0,0,0,2439.0,50.1852,0,0,1,609.75
329.31,12.3,4.4,1.0,18,1,9,3,0,0,-1.0,-0.0,-1.0,-0.0,1,0,0,0,0,0,0,1,0,0,0,329.31,26.7732,1,0,0,329.31
788.62,12.8,4.4,1.0,0,2,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,0,1,1,0,0,0,0,0,0,788.62,61.6109,0,1,0,788.62
438.24,1.5,4.5,1.0,6,2,9,3,0,0,1.0,0.0,-1.0,-0.0,0,0,0,1,0,1,0,0,0,0,0,438.24,292.16,0,0,0,438.24
336.44,11.3,3.4,1.5,12,2,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,0,0,0,1,0,0,1,0,0,0,504.66,29.7735,0,0,0,224.29333333333332
188.67,31.8,3.5,1.2,18,2,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,1,0,0,1,0,0,0,0,0,0,226.4,5.933,1,0,0,157.225
843.64,54.3,3.6,1.0,0,3,9,3,0,0,0.0,1.0,-1.0,-0.0,1,0,0,0,0,0,0,0,0,0,0,843.64,15.5366,0,1,0,843.64
466.03,11.7,4.1,1.0,6,3,9,3,0,0,1.0,0.0,-1.0,-0.0,0,0,0,0,0,1,0,0,1,0,0,466.03,39.8316,0,0,0,466.03
345.8,12.1,3.4,1.0,12,3,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,1,0,0,0,1,0,0,0,0,0,345.8,28.5785,0,0,0,345.8
376.97,26.7,4.0,1.0,18,3,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,1,0,0,1,0,0,0,1,0,0,376.97,14.1187,1,0,0,376.97
618.62,62.9,3.6,1.0,0,4,9,3,0,0,0.0,1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,0,0,618.62,9.835,0,1,0,618.62
345.5,6.8,4.5,1.0,6,4,9,3,0,0,1.0,0.0,-1.0,-0.0,1,0,0,0,0,1,0,1,0,0,0,345.5,50.8088,0,0,0,345.5
259.7,12.8,4.5,1.0,12,4,9,3,0,0,0.0,-1.0,-1.0,-0.0,0,1,0,0,0,1,0,0,0,1,0,259.7,20.2891,0,0,0,259.7
414.39,35.0,4.1,1.2,18,4,9,3,0,0,-1.0,-0.0,-1.0,-0.0,0,0,0,0,0,0,0,0,1,0,0,497.27,11.8397,1,0,0,345.325
407.81,20.7,3.4,1.0,0,5,9,3,1,0,0.0,1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,0,0,407.81,19.701,0,1,0,407.81
403.15,2.6,4.2,1.0,6,5,9,3,1,0,1.0,0.0,-1.0,-0.0,1,0,0,0,0,1,0,1,0,0,0,403.15,155.0577,0,0,0,403.15
347.95,21.7,4.5,1.0,12,5,9,3,1,0,0.0,-1.0,-1.0,-0.0,0,0,0,1,1,0,0,0,1,0,0,347.95,16.0346,0,0,0,347.95
802.02,4.5,4.7,1.5,18,5,9,3,1,0,-1.0,-0.0,-1.0,-0.0,0,0,0,0,0,0,0,0,1,0,0,1203.03,178.2267,1,0,0,534.68
1437.78,15.7,5.0,1.0,0,6,10,4,1,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,1,0,0,0,0,0,1437.78,91.5783,0,1,0,1437.78
241.99,16.6,4.9,1.5,6,6,10,4,1,0,1.0,0.0,-0.866025,0.5,0,1,0,0,0,0,0,1,0,0,0,362.98,14.5777,0,0,0,161.32666666666668
114.49,46.0,4.4,1.0,12,6,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,1,0,0,0,1,0,0,114.49,2.4889,0,0,0,114.49
388.12,13.7,4.2,2.0,18,6,10,4,1,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,0,776.24,28.3299,1,0,1,194.06
123.64,7.2,3.9,1.5,0,0,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,1,0,1,0,0,0,0,0,0,185.46,17.1722,0,1,0,82.42666666666666
177.6,5.8,5.0,1.0,6,0,10,4,0,0,1.0,0.0,-0.866025,0.5,1,0,0,0,0,0,0,1,0,0,0,177.6,30.6207,0,0,0,177.6
332.41,45.6,4.4,2.0,12,0,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,1,0,0,0,0,0,0,0,0,664.82,7.2897,0,0,1,166.205
616.4,4.1,4.6,1.0,18,0,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,1,616.4,150.3415,1,0,0,616.4
385.79,12.2,4.0,1.0,0,1,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,1,0,0,0,0,1,0,0,385.79,31.6221,0,1,0,385.79
94.74,4.6,3.7,1.0,6,1,10,4,0,0,1.0,0.0,-0.866025,0.5,1,0,0,0,0,1,0,0,1,0,0,94.74,20.5957,0,0,0,94.74
383.14,32.7,4.1,1.0,12,1,10,4,0,0,0.0,-1.0,-0.866025,0.5,1,0,0,0,0,0,0,0,0,0,0,383.14,11.7168,0,0,0,383.14
398.23,14.1,4.1,1.2,18,1,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,0,1,0,0,0,0,0,0,477.88,28.2433,1,0,0,331.85833333333335
401.72,9.5,4.4,1.2,0,2,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,0,1,482.06,42.2863,0,1,0,334.7666666666667
743.76,9.9,3.9,1.0,6,2,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,0,743.76,75.1273,0,0,0,743.76
682.91,42.1,4.3,1.0,12,2,10,4,0,0,0.0,-1.0,-0.866025,0.5,1,0,0,0,0,0,0,0,1,0,0,682.91,16.2211,0,0,0,682.91
456.81,17.8,4.9,1.0,18,2,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,0,456.81,25.6635,1,0,0,456.81
1102.46,27.8,3.5,1.2,0,3,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,0,0,1322.95,39.6568,0,1,0,918.7166666666667
331.92,50.0,3.2,1.0,6,3,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,0,0,1,0,0,0,0,0,331.92,6.6384,0,0,0,331.92
411.56,51.0,4.9,1.5,12,3,10,4,0,0,0.0,-1.0,-0.866025,0.5,1,0,0,0,0,1,0,0,0,0,0,617.34,8.0698,0,0,0,274.37333333333333
434.42,8.8,3.6,1.0,18,3,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,1,0,0,1,0,0,0,0,1,434.42,49.3659,1,0,0,434.42
187.43,67.0,4.1,1.0,0,4,10,4,0,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,1,0,0,0,0,0,187.43,2.7975,0,1,0,187.43
439.13,0.6,4.6,1.5,6,4,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,0,0,1,0,0,0,0,0,658.7,731.8833,0,0,0,292.75333333333333
166.42,10.4,4.3,1.0,12,4,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,1,0,166.42,16.0019,0,0,0,166.42
304.26,49.8,4.3,1.0,18,4,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,1,0,0,1,0,0,0,0,0,304.26,6.1096,1,0,0,304.26
467.4,7.1,4.3,1.0,0,5,10,4,1,0,0.0,1.0,-0.866025,0.5,0,0,1,0,0,0,1,0,0,0,0,467.4,65.831,0,1,0,467.4
205.77,7.0,5.0,1.0,6,5,10,4,1,0,1.0,0.0,-0.866025,0.5,0,0,0,1,0,1,0,1,0,0,0,205.77,29.3957,0,0,0,205.77
520.3,7.9,5.0,2.0,12,5,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,0,1,0,1,0,0,0,0,0,1040.6,65.8608,0,0,1,260.15
278.21,20.8,4.0,1.0,18,5,10,4,1,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,0,278.21,13.3755,1,0,0,278.21
361.21,12.7,4.8,1.0,0,6,10,4,1,0,0.0,1.0,-0.866025,0.5,0,1,0,0,1,0,0,0,0,0,0,361.21,28.4417,0,1,0,361.21
566.34,28.5,4.6,1.0,6,6,10,4,1,0,1.0,0.0,-0.866025,0.5,1,0,0,0,1,0,0,0,0,0,1,566.34,19.8716,0,0,0,566.34
421.37,49.6,4.3,1.0,12,6,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,0,1,0,1,0,0,0,0,0,421.37,8.4954,0,0,0,421.37
514.24,24.7,3.8,1.2,18,6,10,4,1,0,-1.0,-0.0,-0.866025,0.5,0,0,0,0,0,0,1,0,0,0,0,617.09,20.8194,1,0,0,428.53333333333336
548.91,5.0,4.5,2.0,0,0,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,1,0,0,0,0,1,0,0,1097.82,109.782,0,1,1,274.455
417.79,59.4,4.1,1.5,6,0,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,0,0,0,0,0,1,0,0,626.69,7.0335,0,0,0,278.5266666666667
529.2,6.8,4.1,1.0,12,0,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,1,0,1,0,0,0,0,0,0,529.2,77.8235,0,0,0,529.2
301.48,3.6,3.9,1.0,18,0,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,1,1,0,0,0,0,0,0,301.48,83.7444,1,0,0,301.48
562.86,2.1,4.8,1.0,0,1,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,1,0,0,0,0,0,1,0,0,562.86,268.0286,0,1,0,562.86
389.43,18.2,3.9,1.2,6,1,10,4,0,0,1.0,0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,0,467.32,21.3973,0,0,0,324.52500000000003
812.31,2.7,3.9,1.0,12,1,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,1,0,0,0,0,0,1,0,0,0,812.31,300.8556,0,0,0,812.31
472.4,3.3,4.7,1.0,18,1,10,4,0,0,-1.0,-0.0,-0.866025,0.5,1,0,0,0,0,0,0,0,1,0,0,472.4,143.1515,1,0,0,472.4
325.22,7.8,4.2,1.5,0,2,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,1,1,0,0,0,0,0,0,487.83,41.6949,0,1,0,216.81333333333336
567.82,7.3,4.2,1.0,6,2,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,1,0,0,1,0,0,0,0,0,567.82,77.7836,0,0,0,567.82
829.8,20.4,4.8,1.0,12,2,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,0,0,829.8,40.6765,0,0,0,829.8
341.26,37.3,5.0,1.0,18,2,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,1,0,0,341.26,9.1491,1,0,0,341.26
310.77,31.5,3.2,1.0,0,3,10,4,0,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,0,310.77,9.8657,0,1,0,310.77
70.93,6.7,4.2,1.0,6,3,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,0,0,70.93,10.5866,0,0,0,70.93
471.8,6.2,3.6,1.0,12,3,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,1,0,0,1,0,0,1,0,0,471.8,76.0968,0,0,0,471.8
369.21,74.3,4.1,1.0,18,3,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,1,0,0,0,1,0,0,0,1,369.21,4.9692,1,0,0,369.21
566.63,0.2,4.3,1.0,0,4,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,1,1,0,0,0,0,0,0,566.63,2833.15,0,1,0,566.63
572.77,46.6,4.1,1.2,6,4,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,1,687.32,12.2912,0,0,0,477.30833333333334
192.53,4.9,3.8,1.0,12,4,10,4,0,0,0.0,-1.0,-0.866025,0.5,1,0,0,0,1,0,0,0,0,0,0,192.53,39.2918,0,0,0,192.53
681.43,64.7,3.8,1.2,18,4,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,1,0,0,0,0,0,0,817.72,10.5321,1,0,0,567.8583333333333
286.41,9.2,4.7,1.0,0,5,10,4,1,0,0.0,1.0,-0.866025,0.5,0,0,0,1,1,0,0,0,0,0,0,286.41,31.1315,0,1,0,286.41
342.29,12.8,5.0,1.0,6,5,10,4,1,0,1.0,0.0,-0.866025,0.5,0,0,1,0,0,1,0,0,0,0,0,342.29,26.7414,0,0,0,342.29
98.81,27.0,3.3,2.0,12,5,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,0,0,0,197.62,3.6596,0,0,1,49.405
521.8,19.5,4.1,1.0,18,5,10,4,1,0,-1.0,-0.0,-0.866025,0.5,0,0,1,0,0,0,0,0,0,0,0,521.8,26.759,1,0,0,521.8
232.79,8.4,4.7,1.0,0,6,10,4,1,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,1,232.79,27.7131,0,1,0,232.79
312.52,17.8,4.3,1.5,6,6,10,4,1,0,1.0,0.0,-0.866025,0.5,0,0,1,0,0,0,0,1,0,0,0,468.78,17.5573,0,0,0,208.34666666666666
220.45,28.9,3.7,1.0,12,6,10,4,1,0,0.0,-1.0,-0.866025,0.5,1,0,0,0,0,0,0,0,1,0,0,220.45,7.628,0,0,0,220.45
710.83,1.0,4.1,1.0,18,6,10,4,1,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,1,0,0,0,0,0,710.83,710.83,1,0,0,710.83
358.18,0.2,4.5,1.0,0,0,10,4,0,0,0.0,1.0,-0.866025,0.5,0,0,0,0,1,0,0,0,0,0,0,358.18,1790.9,0,1,0,358.18
208.01,13.5,4.1,1.2,6,0,10,4,0,0,1.0,0.0,-0.866025,0.5,1,0,0,0,0,1,0,0,0,0,0,249.61,15.4081,0,0,0,173.34166666666667
216.74,3.1,4.3,1.5,12,0,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,1,0,0,0,0,0,0,1,0,0,325.11,69.9161,0,0,0,144.49333333333334
653.34,24.0,4.3,1.0,18,0,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,0,0,0,1,0,0,0,1,653.34,27.2225,1,0,0,653.34
272.21,5.3,4.0,1.0,0,1,10,4,0,0,0.0,1.0,-0.866025,0.5,1,0,0,0,0,0,1,0,0,0,0,272.21,51.3604,0,1,0,272.21
338.09,12.5,4.7,1.0,6,1,10,4,0,0,1.0,0.0,-0.866025,0.5,1,0,0,0,1,0,0,0,0,0,0,338.09,27.0472,0,0,0,338.09
448.69,4.8,4.1,1.0,12,1,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,1,0,0,0,0,1,0,0,0,0,448.69,93.4771,0,0,0,448.69
371.58,17.5,3.8,1.0,18,1,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,1,0,1,0,0,0,0,0,371.58,21.2331,1,0,0,371.58
139.26,2.7,5.0,1.0,0,2,10,4,0,0,0.0,1.0,-0.866025,0.5,1,0,0,0,0,0,1,0,0,0,0,139.26,51.5778,0,1,0,139.26
597.26,0.5,4.3,1.0,6,2,10,4,0,0,1.0,0.0,-0.866025,0.5,1,0,0,0,0,0,0,0,1,0,0,597.26,1194.52,0,0,0,597.26
386.27,1.2,3.0,1.0,12,2,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,0,0,0,0,1,0,0,386.27,321.8917,0,0,0,386.27
511.26,67.9,4.9,2.0,18,2,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,1,0,0,0,0,0,0,0,0,1022.52,7.5296,1,0,1,255.63
619.28,3.4,4.9,1.0,0,3,10,4,0,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,0,619.28,182.1412,0,1,0,619.28
119.18,27.1,4.5,1.0,6,3,10,4,0,0,1.0,0.0,-0.866025,0.5,0,1,0,0,0,0,0,0,0,0,1,119.18,4.3978,0,0,0,119.18
622.15,1.5,4.6,1.0,12,3,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,1,0,1,0,0,0,0,0,622.15,414.7667,0,0,0,622.15
1299.98,2.5,5.0,2.0,18,3,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,0,0,1,1,0,0,0,0,0,0,2599.96,519.992,1,0,1,649.99
539.06,15.6,3.8,1.2,0,4,10,4,0,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,1,0,0,0,0,0,646.87,34.5551,0,1,0,449.21666666666664
818.69,13.8,4.4,1.2,6,4,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,0,982.43,59.3254,0,0,0,682.2416666666668
698.88,66.6,5.0,1.0,12,4,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,0,1,0,0,0,0,0,0,698.88,10.4937,0,0,0,698.88
610.76,63.7,5.0,1.5,18,4,10,4,0,0,-1.0,-0.0,-0.866025,0.5,0,1,0,0,0,1,0,1,0,0,0,916.14,9.5881,1,0,0,407.17333333333335
711.24,33.3,4.1,1.0,0,5,10,4,1,0,0.0,1.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,0,711.24,21.3586,0,1,0,711.24
771.28,20.3,5.0,1.0,6,5,10,4,1,0,1.0,0.0,-0.866025,0.5,0,1,0,0,0,1,0,0,0,0,0,771.28,37.9941,0,0,0,771.28
786.54,13.4,4.7,1.0,12,5,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,1,0,0,0,0,0,1,0,0,786.54,58.697,0,0,0,786.54
216.39,9.7,5.0,1.5,18,5,10,4,1,0,-1.0,-0.0,-0.866025,0.5,1,0,0,0,0,0,0,0,0,0,0,324.58,22.3082,1,0,0,144.26
733.01,64.7,4.7,1.2,0,6,10,4,1,0,0.0,1.0,-0.866025,0.5,0,1,0,0,0,0,1,1,0,0,0,879.61,11.3294,0,1,0,610.8416666666667
383.33,20.3,4.5,1.5,6,6,10,4,1,0,1.0,0.0,-0.866025,0.5,1,0,0,0,0,0,0,1,0,0,0,575.0,18.8833,0,0,0,255.5533333333333
800.61,19.0,5.0,2.0,12,6,10,4,1,0,0.0,-1.0,-0.866025,0.5,0,0,0,1,0,1,0,0,0,0,0,1601.22,42.1374,0,0,1,400.305
562.85,5.8,4.0,1.0,18,6,10,4,1,0,-1.0,-0.0,-0.866025,0.5,1,0,0,0,1,0,0,0,1,0,0,562.85,97.0431,1,0,0,562.85
214.53,1.1,5.0,1.0,0,0,10,4,0,0,0.0,1.0,-0.866025,0.5,0,1,0,0,1,0,0,0,0,0,0,214.53,195.0273,0,1,0,214.53
855.25,63.9,5.0,1.0,6,0,10,4,0,0,1.0,0.0,-0.866025,0.5,0,0,1,0,0,0,0,0,0,0,1,855.25,13.3842,0,0,0,855.25
287.18,8.3,5.0,1.5,12,0,10,4,0,0,0.0,-1.0,-0.866025,0.5,0,0,0,1,0,0,0,0,0,0,0,430.77,34.6,0,0,0,191.45333333333335
