Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Credit_Lines,Debt_To_Income_Ratio,Num_Late_Payments,Has_Mortgage,Education,Loan_Purpose,Marital_Status,Loan_Default
61,56110,99335,24,638,4,4,0.08,8,1,Bachelor,Personal,Single,1
39,78754,59471,12,664,13,12,0.25,4,1,High School,Personal,Married,0
30,83580,37705,36,447,20,6,0.22,9,0,High School,Education,Single,1
46,42469,48909,24,443,15,5,0.5,7,1,Master,Personal,Married,1
61,84016,93606,48,402,27,6,0.14,8,0,High School,Medical,Single,0
35,66233,58739,60,392,24,4,0.61,8,0,High School,Business,Married,1
46,122804,81820,60,585,0,14,0.15,6,0,Bachelor,Business,Single,0
43,149863,92273,60,723,29,13,0.27,9,0,High School,Personal,Married,0
51,86708,28241,24,418,16,3,0.17,0,1,Bachelor,Medical,Married,0
41,78232,32414,60,328,10,1,0.22,7,1,High School,Education,Married,1
42,113450,55818,36,810,29,5,0.51,6,1,High School,Business,Single,1
53,106437,25895,48,329,8,6,0.34,3,0,Master,Education,Single,0
42,126311,97307,60,665,20,5,0.15,5,0,Master,Business,Single,0
56,54409,67409,24,437,3,5,0.08,9,0,High School,Business,Married,0
53,135159,60324,48,774,1,12,0.19,1,1,Bachelor,Business,Single,0
51,39324,71920,60,691,27,6,0.62,3,0,Bachelor,Business,Married,0
60,28738,58555,12,734,8,4,0.56,7,0,Bachelor,Business,Single,1
33,123030,70453,60,533,21,14,0.31,3,0,Bachelor,Personal,Single,0
62,130093,27689,36,354,24,12,0.34,9,1,High School,Personal,Married,0
39,44054,69356,48,591,4,4,0.59,3,0,Bachelor,Personal,Married,0
42,49709,98011,36,611,3,11,0.4,3,0,Bachelor,Personal,Single,0
34,129321,13252,12,847,22,13,0.58,9,1,High School,Medical,Married,0
42,105643,35844,12,388,4,8,0.35,8,1,Bachelor,Education,Married,0
29,148805,28365,36,511,23,11,0.17,1,0,Master,Home,Single,0
61,20363,11026,48,617,23,8,0.49,6,0,Bachelor,Business,Single,1
28,30358,33523,12,764,28,12,0.37,2,1,High School,Business,Married,1
44,121613,15482,12,386,17,3,0.45,3,1,Master,Education,Divorced,1
53,135233,53888,60,708,12,7,0.14,0,1,Master,Education,Single,0
32,23240,55110,24,539,4,5,0.44,2,0,Bachelor,Business,Married,0
43,92201,95644,12,356,25,5,0.28,1,1,Bachelor,Education,Divorced,0
43,65689,5493,48,412,23,12,0.25,9,0,Bachelor,Education,Married,0
64,21936,61194,48,369,18,13,0.45,6,1,High School,Medical,Single,1
46,132272,87001,60,483,22,3,0.41,5,0,Bachelor,Education,Married,0
43,111074,44767,48,575,2,2,0.44,0,0,Master,Home,Single,0
49,63965,34550,60,532,21,13,0.63,7,1,Bachelor,Home,Single,1
50,97534,18833,12,353,17,3,0.47,8,1,High School,Business,Single,1
34,20882,7970,12,556,5,7,0.43,0,0,High School,Personal,Single,0
39,40224,87681,12,389,5,3,0.42,4,1,Bachelor,Personal,Single,0
23,125227,54177,12,734,23,11,0.29,6,0,High School,Personal,Married,0
50,143750,72342,24,707,4,13,0.55,1,0,Bachelor,Personal,Divorced,0
42,139299,76200,24,568,29,2,0.28,5,1,Bachelor,Business,Single,0
36,145865,66501,12,665,0,4,0.47,7,0,High School,Personal,Single,0
48,132012,33900,48,650,7,12,0.23,7,1,Bachelor,Education,Married,0
52,143745,19126,60,598,27,5,0.14,9,0,Bachelor,Personal,Married,0
36,50825,75690,36,458,24,13,0.13,9,0,Bachelor,Business,Married,0
44,90740,92744,60,786,0,7,0.43,7,1,High School,Personal,Married,0
45,48885,84303,36,825,20,1,0.25,5,0,High School,Medical,Divorced,0
34,60056,90579,36,654,27,14,0.22,5,0,Master,Medical,Single,0
43,23203,52994,12,700,5,8,0.41,2,0,Bachelor,Business,Single,0
64,80241,72061,36,704,19,10,0.07,1,1,Master,Home,Single,0
58,22244,21978,12,395,13,3,0.2,4,1,High School,Personal,Married,0
54,118322,61344,24,691,10,14,0.25,8,0,High School,Medical,Divorced,0
24,135329,51648,48,651,1,11,0.48,3,0,Bachelor,Business,Divorced,0
40,88619,6055,36,587,20,6,0.38,4,0,Master,Business,Divorced,0
44,41584,80582,48,822,29,4,0.56,5,1,Master,Personal,Single,0
50,28521,86214,12,461,29,14,0.25,5,0,Master,Personal,Married,0
51,70017,49876,36,481,3,5,0.23,3,0,High School,Medical,Single,0
60,53541,97160,60,848,12,10,0.07,3,1,Master,Education,Divorced,0
46,49063,43725,24,381,6,12,0.62,7,1,Master,Personal,Single,1
58,90268,10255,24,823,5,6,0.35,4,0,High School,Business,Single,0
29,145234,79947,36,303,2,2,0.35,4,1,Bachelor,Personal,Married,1
63,146218,58380,24,794,8,13,0.6,8,0,Bachelor,Personal,Married,0
37,138206,58333,60,350,13,3,0.22,3,1,High School,Home,Married,1
29,84952,47459,48,560,19,8,0.25,6,1,Bachelor,Business,Single,0
22,113054,41163,60,433,10,8,0.44,4,1,Master,Business,Divorced,0
26,59563,38971,24,661,4,1,0.52,8,1,Master,Home,Married,0
24,59752,70149,48,516,13,10,0.47,7,0,PhD,Business,Married,0
22,115233,89730,60,367,18,8,0.52,7,0,Bachelor,Business,Married,0
25,22567,24476,12,442,7,11,0.4,9,1,Bachelor,Personal,Married,1
61,36121,73580,12,645,26,2,0.57,9,0,Bachelor,Education,Married,0
56,21674,91593,48,493,6,10,0.38,2,0,Bachelor,Education,Single,0
53,96411,74050,48,545,26,10,0.19,8,0,High School,Personal,Married,0
63,129876,80526,48,613,26,13,0.38,7,1,Bachelor,Education,Married,0
55,86275,12507,12,683,6,8,0.48,2,1,High School,Medical,Single,0
64,87081,75393,60,576,23,12,0.44,9,0,High School,Education,Single,0
46,49140,17118,48,371,22,10,0.2,0,0,High School,Medical,Married,0
31,145139,55529,12,428,2,5,0.07,4,0,PhD,Personal,Single,0
42,29327,73682,48,657,2,1,0.2,3,0,High School,Personal,Single,1
60,90663,96937,48,824,17,8,0.64,7,1,Bachelor,Education,Divorced,0
48,43331,59176,48,519,12,12,0.16,5,0,PhD,Personal,Single,0
48,43004,96713,12,305,0,5,0.33,9,0,Bachelor,Personal,Single,1
23,127369,9414,60,527,4,1,0.43,4,0,High School,Personal,Married,0
62,139243,88030,12,316,27,4,0.58,8,0,Bachelor,Medical,Married,0
34,30492,90973,12,311,3,13,0.51,5,0,High School,Personal,Single,0
30,74797,67137,48,798,15,1,0.6,2,1,High School,Personal,Divorced,0
57,78095,8937,36,801,14,13,0.41,5,1,Master,Personal,Married,0
43,33749,41731,36,369,28,9,0.57,3,1,High School,Medical,Single,1
63,83217,91862,36,407,26,10,0.21,4,1,Bachelor,Business,Single,1
47,109044,43665,12,500,17,2,0.31,5,1,Bachelor,Personal,Married,1
33,29045,79510,48,351,16,8,0.56,8,0,High School,Medical,Single,0
38,40116,22500,36,848,13,4,0.25,2,1,Bachelor,Medical,Divorced,0
35,38667,6750,24,558,13,9,0.57,0,1,High School,Business,Single,0
35,95057,70018,24,781,18,2,0.27,1,1,High School,Personal,Married,0
55,94205,9027,24,563,28,12,0.27,7,0,Bachelor,Education,Married,0
41,47302,10745,60,602,5,3,0.24,3,0,High School,Home,Married,0
32,31283,66731,48,424,12,2,0.38,6,0,Bachelor,Personal,Single,1
37,50935,91984,12,569,17,10,0.13,1,0,High School,Personal,Married,1
52,92534,33451,12,779,25,14,0.07,9,1,Bachelor,Personal,Single,0
27,114342,98743,48,431,14,5,0.59,7,1,Bachelor,Education,Married,0
40,51624,76474,60,301,28,11,0.61,9,1,Bachelor,Education,Married,1
58,33440,66536,48,414,22,1,0.1,8,0,Master,Personal,Single,1
25,131001,17150,60,780,26,12,0.38,6,1,Bachelor,Personal,Married,0
25,66501,18406,36,300,6,3,0.37,9,1,PhD,Home,Single,0
41,107333,24781,36,630,26,1,0.27,0,0,High School,Medical,Single,0
31,21269,62417,60,690,18,10,0.39,1,0,PhD,Home,Married,0
45,27868,23325,48,442,29,14,0.32,8,1,Bachelor,Medical,Single,0
56,50251,73684,36,627,16,8,0.34,9,1,Bachelor,Business,Divorced,0
47,97909,99415,48,676,8,12,0.5,6,1,Master,Personal,Single,0
58,104523,78469,36,389,10,4,0.37,2,1,Bachelor,Education,Married,0
59,58729,14436,48,341,4,3,0.24,4,1,Master,Business,Divorced,1
42,35734,22669,48,334,1,8,0.4,0,1,Bachelor,Business,Single,0
61,62429,77010,24,793,14,13,0.43,9,0,Bachelor,Business,Single,0
60,61337,81764,60,423,23,9,0.45,2,0,Bachelor,Home,Single,0
42,60325,6843,12,356,11,8,0.42,3,1,High School,Personal,Divorced,0
31,103600,70609,60,755,9,6,0.45,3,0,Bachelor,Personal,Married,0
59,82514,55812,48,534,9,14,0.24,6,1,PhD,Education,Single,0
25,28433,21059,48,691,19,3,0.32,4,1,Master,Medical,Single,1
41,133957,91269,60,791,10,8,0.45,8,0,Bachelor,Home,Divorced,0
38,29111,45768,48,642,9,13,0.5,6,0,Bachelor,Education,Married,0
28,123986,30395,36,475,27,5,0.31,1,1,High School,Personal,Married,0
25,83753,25202,48,351,6,5,0.27,7,0,High School,Business,Married,0
50,133783,18273,60,849,13,12,0.48,1,1,High School,Home,Married,0
35,100583,53889,60,777,12,9,0.18,6,0,High School,Business,Divorced,0
24,93620,78048,60,788,4,1,0.06,4,1,Bachelor,Education,Married,0
45,41751,98767,24,304,28,7,0.33,9,0,Master,Personal,Divorced,0
58,36453,93810,24,508,18,8,0.15,5,1,High School,Personal,Married,0
37,105844,50510,24,516,9,11,0.28,3,0,High School,Education,Single,0
25,58968,92945,24,835,7,10,0.22,4,0,High School,Medical,Single,0
45,50077,75649,24,641,17,3,0.52,4,0,High School,Home,Divorced,0
55,128582,7881,24,700,0,8,0.25,6,1,Bachelor,Medical,Single,0
51,54775,50913,24,761,4,1,0.43,3,0,High School,Education,Married,0
39,78144,89785,60,510,10,8,0.45,4,0,High School,Education,Married,0
40,68570,70037,12,325,19,7,0.32,3,1,Master,Medical,Married,0
52,66097,67457,24,551,10,4,0.1,3,1,High School,Personal,Single,0
40,44503,40343,60,302,15,11,0.47,7,0,Master,Home,Single,0
40,22779,67389,12,301,9,7,0.1,4,0,Bachelor,Business,Single,0
43,106840,83250,24,301,14,10,0.11,8,0,High School,Home,Married,0
45,20755,13656,12,449,6,14,0.17,4,0,Master,Medical,Single,1
33,59263,10741,12,303,14,11,0.22,7,1,Bachelor,Personal,Divorced,0
51,128491,21661,36,796,28,7,0.56,2,0,High School,Personal,Single,0
59,75087,33690,48,849,24,13,0.45,6,1,High School,Business,Married,0
52,62281,37833,36,767,15,10,0.28,0,1,Master,Personal,Single,0
57,71482,76240,12,369,5,13,0.64,4,0,Bachelor,Business,Married,1
40,74857,82711,60,500,10,12,0.2,1,1,Bachelor,Education,Single,0
57,142989,62141,24,607,16,1,0.42,7,0,High School,Business,Single,0
51,37400,83232,48,551,14,3,0.56,5,1,High School,Personal,Married,1
54,60115,44023,24,586,15,7,0.53,4,1,Master,Home,Divorced,1
39,34249,45209,60,591,23,11,0.1,2,1,Master,Business,Single,0
49,133183,98590,48,453,1,13,0.47,0,0,Bachelor,Medical,Single,0
32,66825,91612,36,432,3,5,0.2,9,1,High School,Personal,Married,0
54,130361,85522,12,573,18,9,0.26,9,1,PhD,Medical,Divorced,0
38,44600,19440,60,808,5,7,0.34,9,1,Bachelor,Personal,Single,0
27,57706,12960,12,652,17,3,0.52,9,1,Master,Education,Single,0
25,39222,27462,12,304,20,1,0.15,7,1,High School,Education,Single,1
41,119041,22821,24,592,10,5,0.12,4,1,Bachelor,Home,Single,0
48,124504,62772,60,659,8,14,0.14,8,0,Master,Business,Single,0
36,61139,32258,12,513,2,13,0.18,6,1,High School,Personal,Single,0
27,134919,97889,36,705,1,10,0.09,0,1,Bachelor,Medical,Married,0
35,136605,93952,48,735,17,13,0.61,0,0,Bachelor,Business,Married,0
32,61302,67524,60,314,14,5,0.24,6,1,High School,Personal,Single,1
60,114684,27115,24,572,24,7,0.16,6,1,Master,Business,Married,1
30,107838,51433,60,344,21,14,0.43,8,0,High School,Personal,Single,0
47,88159,95504,24,711,17,1,0.52,1,0,Bachelor,Personal,Single,0
37,28646,93267,48,486,18,10,0.5,6,1,PhD,Business,Single,0
26,33543,93321,36,469,14,2,0.48,1,1,PhD,Personal,Single,0
31,114496,84364,12,700,29,11,0.08,9,1,Master,Business,Married,0
24,148212,75077,60,545,16,6,0.52,9,1,Bachelor,Business,Single,1
34,42785,45644,24,342,17,8,0.35,1,0,Bachelor,Medical,Married,1
64,98353,67643,48,478,17,4,0.44,4,1,Bachelor,Home,Married,0
51,51406,18311,12,756,10,3,0.62,8,0,High School,Personal,Married,0
27,108992,35531,48,834,17,3,0.54,8,1,High School,Medical,Married,0
38,71428,19588,36,543,22,3,0.55,9,0,Bachelor,Home,Single,0
40,43777,54416,12,316,2,2,0.16,0,1,High School,Education,Single,0
63,77939,17380,12,411,12,1,0.34,6,0,Master,Home,Single,0
56,73026,47645,12,846,13,5,0.62,9,0,Bachelor,Business,Married,0
47,106450,22818,24,329,26,10,0.4,9,0,High School,Medical,Married,0
26,49553,35857,12,491,3,5,0.11,2,0,Bachelor,Education,Married,1
50,43548,26711,48,736,17,5,0.49,9,0,Master,Business,Single,0
58,83221,10097,24,478,4,4,0.08,9,1,Master,Education,Divorced,0
41,57265,33393,12,773,13,3,0.5,0,1,High School,Business,Single,0
42,145549,27076,48,433,24,12,0.58,1,1,Master,Personal,Single,0
31,60701,89274,48,611,11,3,0.31,5,0,Bachelor,Personal,Divorced,0
26,71287,62609,60,324,24,2,0.3,9,0,Bachelor,Education,Single,0
57,26727,34317,48,670,6,5,0.23,1,1,Master,Education,Divorced,0
27,130460,63480,36,824,11,4,0.58,1,0,High School,Business,Single,0
47,70717,12044,12,618,7,6,0.38,3,0,Bachelor,Business,Single,0
25,52427,76033,12,529,28,2,0.4,2,0,High School,Personal,Single,0
60,36692,60486,12,401,29,2,0.45,7,0,High School,Business,Married,0
60,51625,60162,48,749,20,8,0.23,7,1,High School,Medical,Married,0
56,44918,84287,48,677,20,6,0.31,5,1,High School,Medical,Single,0
22,126931,34882,12,502,27,3,0.49,3,1,Bachelor,Education,Single,0
45,61136,59078,24,566,2,5,0.64,6,0,High School,Home,Single,0
57,134826,63734,24,761,21,3,0.07,8,1,Bachelor,Medical,Single,0
27,134881,48826,36,664,0,11,0.08,1,0,Bachelor,Personal,Divorced,0
62,72409,92985,60,403,2,2,0.31,5,1,Master,Business,Single,0
52,35577,49028,36,410,10,3,0.45,6,1,Bachelor,Personal,Married,1
41,105155,56331,12,727,17,1,0.28,0,0,PhD,Business,Single,0
45,131776,37543,12,768,6,14,0.65,5,1,High School,Medical,Single,0
46,119246,34362,12,549,8,7,0.17,7,0,Bachelor,Personal,Married,0
57,122924,32315,60,781,3,6,0.05,6,1,High School,Medical,Married,0
42,146759,32746,48,630,22,5,0.16,1,1,Bachelor,Education,Divorced,0
51,140408,15057,60,500,23,6,0.58,1,1,Bachelor,Education,Married,1
45,101731,47915,36,753,9,8,0.14,3,1,Bachelor,Personal,Single,0
63,47689,26061,48,803,17,3,0.34,4,1,High School,Personal,Single,0
51,31154,56370,48,845,22,3,0.3,4,1,High School,Education,Married,1
43,124657,39157,36,410,15,12,0.45,1,0,Bachelor,Medical,Single,0
49,114948,16322,48,843,28,5,0.08,6,1,Master,Medical,Married,0
28,41341,74812,24,508,11,5,0.45,7,1,High School,Education,Married,0
56,117554,82842,36,332,18,14,0.26,1,0,Master,Personal,Divorced,0
49,94681,39017,36,406,23,11,0.61,3,0,High School,Personal,Married,0
35,127798,61792,24,564,21,1,0.56,2,1,Bachelor,Medical,Married,0
31,66330,32742,60,525,2,4,0.29,3,1,PhD,Personal,Single,1
37,138069,69808,60,786,7,9,0.65,4,0,High School,Education,Married,0
37,107759,22629,60,478,26,8,0.08,5,1,Bachelor,Business,Single,0
52,88416,13245,48,521,28,3,0.52,1,1,High School,Business,Married,1
63,145067,48870,24,669,18,5,0.31,9,1,Bachelor,Business,Married,0
46,106807,69829,36,466,8,5,0.31,5,0,Master,Home,Married,0
34,53313,15588,36,599,26,7,0.15,8,1,Bachelor,Medical,Married,0
27,66900,5442,36,680,18,8,0.36,7,0,PhD,Medical,Married,0
30,98840,82339,48,334,16,9,0.1,0,1,High School,Business,Single,0
57,54695,45721,48,706,12,7,0.42,8,0,Bachelor,Personal,Divorced,0
64,50225,42145,60,801,1,2,0.19,9,0,Bachelor,Home,Single,1
41,106072,15599,48,613,3,8,0.48,1,1,Master,Personal,Married,0
39,116367,77594,60,400,28,8,0.41,0,0,High School,Business,Married,0
64,69156,87742,60,514,10,11,0.5,5,0,PhD,Personal,Married,0
42,97209,82430,36,361,1,13,0.5,0,1,Bachelor,Business,Married,0
25,107453,7939,48,668,3,14,0.17,5,0,Bachelor,Business,Married,0
54,47829,27149,60,667,3,2,0.05,1,0,Bachelor,Medical,Single,0
48,100908,71567,24,393,19,13,0.27,6,0,Master,Home,Married,0
28,45938,15208,24,768,0,6,0.6,6,0,Bachelor,Business,Single,0
27,79164,71098,48,325,24,13,0.4,3,1,Bachelor,Personal,Married,0
36,74530,54492,36,734,25,10,0.49,1,1,Bachelor,Education,Single,1
39,140921,25951,36,420,10,1,0.58,6,1,Bachelor,Business,Married,0
53,88199,53920,60,349,22,11,0.59,0,0,High School,Home,Single,1
32,80282,51766,48,335,1,7,0.37,1,1,Master,Personal,Single,0
41,67801,62014,24,709,18,10,0.37,1,0,High School,Personal,Married,0
45,29465,33351,60,588,28,2,0.56,0,1,Master,Education,Married,0
36,23326,89216,60,678,7,5,0.53,8,0,Bachelor,Medical,Married,0
28,23659,54386,12,399,22,14,0.47,5,1,Bachelor,Business,Divorced,1
42,80289,92122,48,623,19,7,0.41,2,0,Bachelor,Personal,Single,0
63,47594,14308,60,628,3,10,0.42,5,0,Bachelor,Business,Single,0
47,135819,64252,24,520,24,11,0.27,6,0,Bachelor,Business,Single,0
35,24763,80145,12,409,15,9,0.55,2,0,Master,Personal,Single,0
58,108657,88211,24,448,14,14,0.42,3,1,High School,Medical,Single,0
42,30828,33064,36,705,4,1,0.18,9,0,PhD,Personal,Married,0
39,67588,58879,12,709,29,9,0.19,0,0,Bachelor,Business,Single,0
26,31221,13720,12,428,28,11,0.57,5,0,Master,Education,Single,1
24,31211,47940,60,783,26,5,0.43,5,1,High School,Personal,Married,0
44,33569,84993,36,407,4,6,0.29,8,1,High School,Medical,Single,0
47,116894,73475,60,688,14,14,0.16,1,1,Bachelor,Education,Single,0
58,57860,52113,48,724,22,8,0.42,4,0,High School,Personal,Single,0
45,91558,53926,24,746,16,11,0.16,4,0,PhD,Medical,Divorced,0
40,65337,43203,24,367,2,14,0.33,6,1,High School,Business,Single,0
46,72311,93901,60,365,17,2,0.46,4,0,High School,Education,Divorced,1
42,33515,10392,24,803,10,12,0.39,9,1,High School,Medical,Married,0
33,91695,30905,24,803,25,7,0.6,3,0,High School,Medical,Single,1
62,142006,78508,48,620,5,12,0.07,9,0,Bachelor,Business,Single,0
54,131527,55385,36,746,26,4,0.22,1,1,Bachelor,Personal,Married,0
25,126749,35653,12,509,11,9,0.08,7,0,Bachelor,Personal,Divorced,1
63,107227,96865,60,669,21,6,0.17,4,0,High School,Medical,Single,1
28,44904,89720,60,757,25,7,0.12,3,0,High School,Home,Single,0
43,79935,19799,48,462,16,11,0.49,8,1,High School,Personal,Single,1
54,63790,65103,48,631,29,6,0.27,1,0,Bachelor,Personal,Single,0
38,88580,20052,12,649,13,11,0.61,2,0,Master,Medical,Married,0
45,95148,11044,36,767,5,8,0.06,7,0,Master,Business,Married,0
55,25636,24871,60,725,9,6,0.44,3,0,PhD,Personal,Single,0
49,97129,94303,48,626,15,7,0.63,8,1,Master,Personal,Divorced,0
64,134483,25234,60,405,17,8,0.16,9,1,Bachelor,Business,Single,0
62,22892,26381,24,554,26,1,0.32,9,1,Bachelor,Home,Married,0
60,41672,22274,60,657,19,10,0.47,9,0,Master,Home,Married,0
43,25812,92840,36,743,5,12,0.43,9,1,Bachelor,Business,Single,1
38,116621,88108,36,412,18,4,0.39,8,1,High School,Home,Single,0
55,148177,54892,60,329,2,6,0.25,9,0,Bachelor,Personal,Single,0
27,20654,55521,24,823,11,1,0.49,8,0,PhD,Medical,Divorced,0
27,74633,96501,36,345,15,4,0.44,0,0,Master,Personal,Married,0
55,37143,88920,48,470,2,6,0.15,5,1,High School,Medical,Single,1
22,75934,88391,60,429,15,7,0.63,9,0,PhD,Business,Married,0
31,87334,22920,24,652,3,13,0.38,5,1,PhD,Personal,Married,0
42,123463,21702,48,502,24,6,0.37,7,0,High School,Home,Single,0
26,145851,6894,60,525,19,11,0.56,6,1,Master,Personal,Married,1
23,49087,35985,24,379,12,4,0.43,6,0,Master,Home,Married,0
43,31618,33287,48,609,3,12,0.09,1,0,High School,Personal,Single,0
23,28446,78527,36,334,3,13,0.35,3,1,Bachelor,Personal,Divorced,0
31,107182,20439,60,460,6,7,0.52,0,0,High School,Medical,Married,0
55,122127,99620,60,734,20,10,0.47,6,1,Bachelor,Education,Single,0
37,68867,47235,36,837,11,14,0.63,3,0,Master,Business,Divorced,0
60,71028,32659,12,524,1,2,0.06,8,1,Bachelor,Personal,Single,0
43,80101,29976,48,745,15,6,0.21,5,1,Bachelor,Education,Divorced,1
33,47200,87643,36,616,6,5,0.38,5,0,Master,Business,Single,1
45,115107,72865,60,713,18,2,0.42,8,0,PhD,Business,Married,0
61,108074,73306,48,394,10,9,0.21,7,0,High School,Education,Married,1
59,126091,61697,48,524,0,13,0.55,5,1,Master,Education,Single,0
31,81465,75382,12,365,8,7,0.15,5,1,High School,Home,Single,0
56,129500,21651,60,696,4,14,0.05,5,1,High School,Education,Married,0
53,106436,54044,24,509,25,3,0.62,3,1,Master,Business,Married,0
28,138422,19633,12,773,16,7,0.28,4,1,Master,Business,Single,0
42,144124,84164,12,789,26,11,0.62,2,1,Bachelor,Business,Divorced,0
41,107892,5569,24,479,0,11,0.22,8,1,High School,Personal,Married,1
47,108559,64900,24,823,16,6,0.09,1,0,High School,Business,Single,0
25,140044,72509,12,758,11,7,0.51,6,1,PhD,Medical,Married,0
43,59148,38038,48,367,24,4,0.55,0,0,High School,Medical,Married,0
36,102928,54088,36,628,12,13,0.35,9,1,High School,Education,Divorced,0
61,40698,78177,36,501,23,13,0.09,6,1,Master,Education,Single,0
42,62470,79466,12,774,10,10,0.44,1,1,Bachelor,Business,Single,0
36,112071,77216,48,817,12,13,0.16,4,0,Bachelor,Education,Single,0
43,71660,71793,24,314,12,8,0.56,0,1,High School,Medical,Divorced,0
49,73910,78786,12,341,5,8,0.21,4,1,Master,Education,Single,1
35,55450,43138,60,842,25,7,0.56,3,1,PhD,Personal,Single,0
48,76463,68310,48,588,21,13,0.31,0,0,High School,Education,Married,0
62,53757,33757,60,832,5,7,0.41,0,0,Bachelor,Education,Single,0
61,98012,75394,60,543,19,10,0.52,6,1,High School,Personal,Single,1
49,126750,84027,12,473,20,13,0.07,2,1,Master,Personal,Married,0
47,147043,95830,48,833,9,13,0.54,9,1,High School,Medical,Single,0
23,90247,61151,60,808,18,8,0.13,8,0,Bachelor,Education,Married,0
46,92015,54272,48,543,2,1,0.27,8,1,Bachelor,Medical,Single,1
24,51390,11908,36,359,25,6,0.33,9,1,Bachelor,Personal,Married,1
29,76116,15844,60,403,6,2,0.59,8,1,Master,Personal,Single,0
54,33161,56455,60,602,4,1,0.06,0,0,Bachelor,Personal,Married,0
63,52152,73447,48,376,7,12,0.39,3,1,Master,Business,Single,0
56,100171,79527,36,317,4,10,0.44,0,1,Bachelor,Business,Single,0
27,126379,82108,60,833,11,7,0.24,0,0,High School,Medical,Single,0
60,115833,48066,12,483,3,6,0.22,8,1,Bachelor,Education,Married,0
44,40836,45004,48,849,29,5,0.34,4,1,Bachelor,Home,Single,0
46,110367,43333,48,580,18,5,0.16,0,1,Bachelor,Personal,Married,0
64,86543,88029,60,587,27,9,0.33,2,0,Master,Personal,Married,0
40,75648,44697,36,824,17,9,0.51,6,0,Bachelor,Personal,Married,0
26,46331,22634,60,773,2,12,0.56,1,1,Master,Business,Single,0
32,125992,29561,24,566,6,12,0.28,3,0,Bachelor,Personal,Married,0
33,30763,23033,60,656,7,6,0.42,1,1,High School,Education,Divorced,0
31,89444,77887,24,300,14,13,0.05,8,1,High School,Personal,Single,0
29,113109,60063,12,326,20,3,0.38,8,0,Master,Personal,Single,1
45,39187,30921,48,847,26,7,0.64,6,0,High School,Business,Single,0
49,31957,24340,48,459,16,4,0.24,6,0,High School,Business,Married,0
62,24379,67781,36,698,18,5,0.41,1,1,High School,Medical,Single,0
57,47959,19901,60,842,3,7,0.51,9,1,Bachelor,Medical,Married,1
58,102018,15638,12,426,15,12,0.42,7,1,Bachelor,Personal,Married,1
42,143076,43596,24,509,25,7,0.3,0,1,High School,Medical,Single,0
29,47105,91914,36,449,12,10,0.14,7,0,Bachelor,Education,Divorced,0
30,20877,49324,12,330,28,8,0.33,4,1,Bachelor,Business,Single,1
36,68353,93356,12,601,11,1,0.23,3,0,Master,Personal,Single,0
61,103788,95596,24,556,3,5,0.47,9,1,Master,Education,Single,0
39,116870,37642,24,356,11,12,0.32,1,1,Bachelor,Personal,Single,0
63,104585,30378,48,308,16,9,0.56,2,0,Bachelor,Personal,Married,0
41,103308,55867,60,304,25,7,0.17,9,0,High School,Personal,Single,0
27,71567,78686,36,413,8,11,0.3,1,1,Master,Business,Married,1
33,77913,47875,60,504,11,12,0.38,3,0,High School,Education,Married,0
23,22637,94595,36,323,25,13,0.13,2,1,Bachelor,Medical,Single,1
28,92778,88729,12,792,14,2,0.4,4,1,Master,Education,Married,0
37,62025,69377,24,705,19,1,0.22,6,1,PhD,Home,Married,0
24,126917,59691,24,402,1,8,0.19,8,1,Master,Medical,Divorced,0
24,121187,98337,12,359,28,9,0.14,4,0,PhD,Personal,Single,0
48,119508,69303,12,385,8,10,0.26,7,0,Master,Business,Single,0
64,102464,65839,36,671,13,5,0.61,1,0,Bachelor,Business,Divorced,0
61,48742,54063,12,501,3,14,0.07,5,0,High School,Education,Single,1
59,31831,96782,36,388,3,11,0.56,7,1,PhD,Education,Single,1
54,133768,83343,60,736,26,6,0.29,8,1,Master,Education,Married,0
49,135911,88071,24,419,5,2,0.39,3,0,High School,Personal,Single,0
22,105092,10492,24,455,23,11,0.36,3,0,Bachelor,Education,Married,0
29,110879,36357,24,698,4,5,0.61,6,0,High School,Personal,Married,1
58,108370,76838,60,487,27,12,0.51,3,1,PhD,Personal,Married,0
53,146537,37314,60,351,23,4,0.64,4,0,Bachelor,Business,Married,1
64,66762,53697,48,830,16,8,0.53,1,1,High School,Education,Single,0
58,124824,75283,36,779,12,8,0.23,1,0,High School,Personal,Married,0
25,118958,64567,36,529,19,14,0.63,9,0,PhD,Business,Married,0
51,108741,52006,48,780,16,5,0.64,4,1,Bachelor,Business,Single,0
27,38830,65011,24,429,18,11,0.12,9,1,Bachelor,Personal,Single,0
40,75044,15686,36,354,26,8,0.59,9,0,Bachelor,Education,Married,1
53,93948,42449,36,570,22,6,0.45,1,0,High School,Personal,Single,0
30,89202,66606,24,399,0,10,0.6,5,1,High School,Medical,Married,0
33,57045,23891,12,368,20,6,0.6,5,1,Bachelor,Business,Single,1
32,106322,57115,12,598,16,13,0.58,7,1,Bachelor,Business,Single,0
37,137257,65719,48,828,21,13,0.58,0,1,Bachelor,Medical,Single,0
22,91051,78030,60,653,24,4,0.12,6,1,Bachelor,Medical,Married,0
42,127509,41723,36,451,2,10,0.14,6,0,High School,Medical,Married,1
51,46627,34877,36,629,26,12,0.12,8,1,PhD,Personal,Married,0
