Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Dependents,Existing_Debt,Education_Level,Property_Ownership,Loan_Purpose,Num_Prev_Loans,Num_Late_Payments,Debt_To_Income,Loan_To_Income,Loan_Approved
39,86215,13433,60,324,31,3,70173,2,0,1,5,2,0.814,0.156,0
37,74429,145183,12,749,17,3,40834,2,0,0,4,6,0.549,1.951,0
41,107152,108986,36,756,19,2,3553,0,1,3,0,7,0.033,1.017,0
34,133048,68753,60,760,1,0,34117,0,0,3,1,9,0.256,0.517,0
29,194530,118783,60,497,22,4,77058,3,1,3,0,5,0.396,0.611,0
21,163731,26751,12,393,29,0,62137,1,0,3,0,3,0.38,0.163,0
33,102240,53570,12,736,2,0,34890,2,0,2,0,5,0.341,0.524,1
24,188865,29503,12,826,0,5,79428,0,1,3,7,8,0.421,0.156,0
21,138688,138851,36,677,21,1,8689,2,0,1,4,2,0.063,1.001,1
60,71473,91840,60,403,28,1,28063,3,0,0,7,1,0.393,1.285,0
52,121762,136827,24,338,13,5,57198,3,1,1,1,4,0.47,1.124,0
54,131956,44263,24,757,27,4,79598,1,0,2,3,6,0.603,0.335,1
48,143452,113491,60,663,20,0,1363,3,0,0,0,2,0.01,0.791,1
51,151311,60087,60,434,31,2,16691,2,0,0,4,4,0.11,0.397,1
28,32006,56482,60,673,5,0,2751,1,1,0,4,3,0.086,1.765,1
59,99218,127989,60,531,0,1,7782,1,1,3,3,6,0.078,1.29,0
46,189912,45115,36,338,20,0,12540,0,1,2,6,1,0.066,0.238,0
54,57430,19249,24,346,3,3,45991,2,1,1,2,6,0.801,0.335,1
23,48091,115361,48,335,2,3,70875,3,1,3,1,1,1.474,2.399,0
32,189055,29600,24,394,29,2,27609,0,0,0,1,2,0.146,0.157,1
21,48989,42706,24,660,30,4,56655,2,1,1,5,4,1.156,0.872,1
64,100451,24222,12,824,33,0,71384,2,0,1,0,6,0.711,0.241,1
25,43990,104041,60,445,18,3,63177,1,1,1,2,5,1.436,2.365,0
50,115270,109504,60,667,19,4,58396,1,0,2,6,6,0.507,0.95,1
50,105360,46139,60,364,22,3,16877,2,1,3,1,5,0.16,0.438,1
37,61081,119919,12,527,24,4,18405,0,1,2,6,0,0.301,1.963,0
43,167105,46302,36,819,14,4,48629,1,0,0,5,4,0.291,0.277,1
35,133272,92838,36,480,22,3,46233,1,0,0,0,0,0.347,0.697,0
57,41241,144718,48,800,1,5,21471,2,0,1,2,6,0.521,3.509,0
41,149932,149615,36,454,14,1,3302,2,0,1,4,3,0.022,0.998,0
34,30939,83353,36,834,34,4,79973,1,1,1,0,4,2.585,2.694,0
22,138000,93992,60,734,9,5,23511,0,0,2,2,0,0.17,0.681,1
31,60063,56428,24,398,13,0,5022,1,0,3,3,7,0.084,0.939,0
59,183117,28777,36,671,26,5,43239,2,1,2,1,3,0.236,0.157,1
58,72118,62939,36,661,13,3,71691,1,0,0,6,2,0.994,0.873,1
54,109703,91450,12,411,34,5,59269,2,0,1,0,0,0.54,0.834,0
58,177697,28548,48,752,32,1,58398,1,0,1,5,3,0.329,0.161,0
54,153557,130549,12,468,0,3,61895,2,1,2,4,2,0.403,0.85,1
38,52076,142799,60,438,33,2,69890,2,0,0,5,7,1.342,2.742,0
50,69605,36625,24,530,18,0,35284,0,1,3,6,8,0.507,0.526,0
35,109565,29918,48,538,23,2,48640,2,0,1,0,4,0.444,0.273,1
47,64121,119826,12,552,3,5,75692,1,1,1,1,8,1.18,1.869,1
54,56433,119881,36,735,12,4,22453,2,1,0,1,0,0.398,2.124,1
58,68309,20577,36,721,31,5,74374,3,0,1,2,6,1.089,0.301,0
53,92468,90155,48,602,8,4,37976,1,0,3,5,6,0.411,0.975,0
44,92293,116776,36,371,15,2,13725,0,0,2,5,5,0.149,1.265,0
35,121258,104246,12,562,2,2,74873,1,0,0,4,3,0.617,0.86,0
50,193925,147226,12,521,19,4,76237,0,0,1,6,8,0.393,0.759,0
62,63405,99948,36,376,9,1,43043,3,0,1,2,2,0.679,1.576,1
37,68527,26341,36,361,21,0,77080,0,1,3,4,0,1.125,0.384,0
25,102227,102554,60,770,2,3,64990,2,1,2,7,1,0.636,1.003,1
49,156564,112798,24,456,10,2,46809,3,0,3,0,2,0.299,0.72,1
24,164883,51330,48,424,24,0,16705,3,1,2,0,1,0.101,0.311,1
30,118344,92759,12,460,7,3,63131,0,0,3,7,5,0.533,0.784,0
37,180344,91807,48,840,8,5,76015,1,0,2,5,6,0.422,0.509,0
30,72153,38313,60,834,14,3,62456,0,1,1,6,4,0.866,0.531,1
37,133042,51900,12,405,31,2,76859,0,0,1,2,4,0.578,0.39,0
40,79110,83840,60,430,2,1,78473,3,1,1,7,6,0.992,1.06,0
44,170051,91072,60,656,3,1,23089,2,0,0,6,5,0.136,0.536,0
25,53328,101367,36,301,29,0,67238,1,1,2,3,7,1.261,1.901,0
54,137911,54156,48,532,12,5,75940,0,0,0,1,8,0.551,0.393,0
26,37867,92453,48,668,20,0,73916,2,1,2,7,1,1.952,2.442,1
22,84234,30938,36,550,18,4,61396,2,1,1,6,1,0.729,0.367,0
33,50851,64164,48,407,21,1,3877,1,0,0,2,0,0.076,1.262,1
63,56279,65282,36,575,19,0,73212,2,0,0,7,6,1.301,1.16,0
63,98402,52801,12,479,30,4,31818,0,1,3,6,3,0.323,0.537,0
31,40449,145537,60,592,9,5,48555,3,0,2,7,8,1.2,3.598,1
43,101221,8326,60,474,17,3,42368,2,0,3,2,5,0.419,0.082,1
36,114080,139731,48,422,19,0,48180,3,0,0,0,6,0.422,1.225,0
51,30451,120819,24,526,17,4,49421,1,0,0,1,6,1.623,3.968,0
31,112178,9763,60,743,10,1,26620,1,0,1,6,7,0.237,0.087,1
36,197388,146900,36,727,21,3,60539,2,0,3,6,3,0.307,0.744,0
28,88761,52588,24,382,17,0,17077,3,1,3,6,2,0.192,0.592,0
24,63870,16221,24,364,33,1,12663,0,1,3,7,2,0.198,0.254,0
60,121566,147283,60,580,22,3,47285,3,0,2,2,9,0.389,1.212,0
24,148749,18569,60,690,0,2,51235,2,1,0,7,7,0.344,0.125,0
45,148765,42860,60,727,9,1,17619,3,0,3,6,2,0.118,0.288,1
23,149881,50337,36,406,0,2,69503,3,1,1,0,7,0.464,0.336,0
52,186945,149587,24,847,8,5,57477,1,0,0,0,1,0.307,0.8,0
23,153389,76695,48,561,30,0,27488,2,0,1,5,4,0.179,0.5,0
47,50372,111749,36,458,6,4,78747,3,0,0,7,4,1.563,2.218,0
49,28642,48790,12,564,16,0,21169,2,1,1,5,6,0.739,1.703,0
52,184073,73580,60,767,34,1,30373,0,0,3,2,4,0.165,0.4,0
39,59064,10636,24,501,17,2,32669,2,0,3,2,8,0.553,0.18,1
41,39122,82129,36,454,32,2,55277,0,1,1,0,2,1.413,2.099,0
25,180892,138964,12,312,3,3,72170,2,1,2,5,8,0.399,0.768,1
38,93431,26672,36,596,22,0,55120,2,0,1,6,0,0.59,0.285,0
48,80745,10812,36,797,10,0,66376,3,1,0,6,2,0.822,0.134,1
62,75081,5654,48,544,8,1,54235,3,1,1,7,3,0.722,0.075,0
42,164783,59633,48,599,29,2,34229,0,0,1,2,5,0.208,0.362,0
41,174865,22143,36,661,7,1,15405,0,0,0,1,9,0.088,0.127,1
26,164271,60934,12,653,4,1,15847,1,0,3,0,7,0.096,0.371,1
21,101253,72334,24,820,11,5,23547,3,0,0,0,6,0.233,0.714,0
25,61191,108463,24,685,0,2,6575,0,1,1,2,7,0.107,1.773,0
61,35211,130851,60,611,14,1,4843,3,0,0,2,5,0.138,3.716,0
32,136086,34087,60,713,24,2,7739,2,0,1,2,5,0.057,0.25,1
46,177614,147690,24,577,17,1,14852,1,0,3,7,5,0.084,0.832,0
54,187384,13446,36,655,25,4,51661,3,1,1,6,2,0.276,0.072,1
34,126971,107127,36,824,2,1,9157,3,0,1,6,9,0.072,0.844,1
46,118783,53867,48,315,21,1,72968,3,0,3,7,3,0.614,0.453,1
47,150681,65101,48,344,25,4,18837,3,0,0,1,5,0.125,0.432,0
29,112893,93074,60,620,18,0,76730,0,1,2,7,6,0.68,0.824,0
46,183763,123422,24,625,20,2,14819,0,0,2,0,2,0.081,0.672,0
42,102960,92892,36,447,25,3,72161,1,0,1,3,3,0.701,0.902,0
50,109388,125044,24,654,12,4,7404,2,0,1,7,5,0.068,1.143,1
63,47601,44148,12,535,23,0,14674,2,0,3,1,0,0.308,0.927,0
37,174092,87928,24,404,25,1,76043,1,1,0,1,6,0.437,0.505,1
46,164227,56660,12,773,20,5,18697,2,1,2,6,0,0.114,0.345,1
56,192849,40450,48,695,17,0,60663,0,0,2,7,9,0.315,0.21,1
21,44710,38757,48,745,14,4,23570,3,1,3,5,8,0.527,0.867,0
28,133714,83012,60,519,14,5,28037,2,1,3,0,9,0.21,0.621,0
55,180604,111750,24,741,5,1,37982,3,0,2,6,8,0.21,0.619,1
35,153727,132043,24,327,30,0,68524,3,0,0,3,8,0.446,0.859,1
42,174673,61116,12,774,27,3,5156,0,1,0,0,3,0.03,0.35,1
34,88227,149233,48,604,7,2,38280,3,0,0,1,1,0.434,1.691,0
46,161039,37152,12,704,28,2,75324,2,0,1,2,6,0.468,0.231,1
48,109289,111379,48,812,20,4,60706,0,0,0,0,3,0.555,1.019,0
43,176094,25836,12,801,16,1,79721,1,0,1,7,4,0.453,0.147,1
34,199535,146835,48,647,23,1,9971,0,1,1,0,0,0.05,0.736,1
44,30722,74444,12,539,30,2,53140,2,0,3,2,9,1.73,2.423,0
22,183485,98109,48,636,33,0,43408,0,1,1,3,5,0.237,0.535,0
46,106050,148029,12,325,1,1,52022,2,0,1,3,6,0.491,1.396,0
34,108596,140451,24,708,2,3,6487,2,0,3,0,2,0.06,1.293,1
27,91732,87018,60,376,29,3,20997,0,1,0,6,9,0.229,0.949,0
23,168369,128076,12,516,7,1,46456,2,1,0,7,1,0.276,0.761,1
43,93323,136949,60,627,6,1,77988,1,1,2,2,9,0.836,1.467,1
63,48816,88788,24,322,11,2,59416,2,1,2,5,6,1.217,1.819,0
38,65695,101870,24,609,18,4,44767,1,0,1,0,0,0.681,1.551,1
58,175774,88308,48,566,25,2,78970,1,0,2,2,1,0.449,0.502,0
55,181314,62913,60,714,27,4,77952,2,1,3,1,2,0.43,0.347,1
35,80841,7637,36,566,14,3,28194,3,0,2,5,3,0.349,0.094,0
45,153498,47025,48,632,13,4,33785,1,0,2,2,4,0.22,0.306,0
57,132096,104508,60,749,13,2,58676,1,0,1,6,3,0.444,0.791,0
48,117764,87464,12,546,2,1,8373,0,1,3,0,9,0.071,0.743,0
30,110744,33742,12,335,28,4,30283,1,1,2,4,2,0.273,0.305,0
59,53482,16831,24,700,5,2,55911,1,1,0,3,0,1.045,0.315,1
37,34171,118768,36,327,22,3,26414,1,1,3,0,6,0.773,3.476,0
59,125755,90092,12,519,27,5,14378,1,1,3,2,9,0.114,0.716,1
42,133125,95879,60,705,13,4,4700,3,1,1,7,5,0.035,0.72,1
46,155722,93370,60,570,13,3,64143,1,1,3,5,1,0.412,0.6,1
64,131082,131537,12,810,19,3,63229,2,0,3,5,1,0.482,1.003,0
45,28696,109824,60,585,12,0,13901,3,0,3,2,2,0.484,3.827,1
37,151310,93741,60,753,26,5,22597,1,1,3,7,7,0.149,0.62,1
33,176130,23830,24,616,34,4,33428,2,0,3,3,7,0.19,0.135,0
40,176385,60044,36,596,1,2,35687,2,0,3,0,9,0.202,0.34,0
45,44149,78948,24,637,23,4,29493,3,1,3,5,9,0.668,1.788,0
24,155064,74202,36,606,28,4,51224,3,0,0,5,9,0.33,0.479,0
30,78521,42045,60,727,2,5,31852,2,0,3,4,9,0.406,0.535,0
23,70740,112509,36,650,3,3,10932,3,1,1,1,7,0.155,1.59,1
61,131611,20198,60,810,1,3,64202,3,1,0,4,6,0.488,0.153,1
38,161028,74521,60,824,19,3,33583,0,0,3,1,1,0.209,0.463,1
56,91641,111471,24,791,14,3,47278,3,1,2,5,0,0.516,1.216,0
42,88811,34475,24,308,31,5,29865,0,1,1,1,5,0.336,0.388,1
54,88232,24403,48,796,0,2,12289,3,0,0,0,7,0.139,0.277,1
28,40417,8681,12,739,34,1,70270,3,1,1,5,0,1.739,0.215,1
60,180801,96555,48,407,6,0,35521,2,0,0,5,2,0.196,0.534,1
64,137492,123884,48,544,12,3,6505,0,1,2,7,0,0.047,0.901,1
39,55099,98122,36,554,0,3,44327,3,0,1,1,9,0.804,1.781,0
62,186033,120260,60,332,13,0,65519,1,1,1,2,8,0.352,0.646,1
61,168674,110386,60,322,28,3,70221,3,0,0,1,6,0.416,0.654,0
57,143474,141701,60,348,2,1,18409,2,1,0,1,7,0.128,0.988,0
26,34256,98246,12,761,23,4,19517,2,0,2,3,8,0.57,2.868,1
46,59681,100864,36,635,0,0,44533,2,1,3,3,2,0.746,1.69,0
54,116328,13417,36,657,9,2,30475,0,0,0,0,9,0.262,0.115,1
26,68361,123888,60,421,12,0,15327,0,1,0,0,1,0.224,1.812,1
57,59540,79499,48,743,8,1,55344,0,0,0,2,5,0.93,1.335,0
53,182608,135908,12,658,13,5,3671,1,0,2,3,4,0.02,0.744,1
42,109700,32675,48,645,9,2,70477,0,1,3,4,3,0.642,0.298,1
41,103532,16332,24,492,22,4,78002,2,1,3,0,5,0.753,0.158,1
26,152626,24177,36,715,34,3,50756,0,0,2,0,5,0.333,0.158,1
26,158943,135560,36,676,6,0,44959,0,1,3,3,2,0.283,0.853,1
24,71002,62104,48,762,34,2,70124,3,0,1,3,1,0.988,0.875,0
50,74812,89335,12,445,1,0,28080,0,0,2,2,8,0.375,1.194,1
31,178698,119938,36,777,14,4,24544,3,0,0,7,7,0.137,0.671,1
50,133946,85730,48,707,8,0,76347,0,0,3,3,3,0.57,0.64,0
51,91668,141023,12,585,16,2,18733,3,0,1,7,5,0.204,1.538,1
44,124003,33333,48,410,17,1,54211,2,0,2,6,2,0.437,0.269,0
29,67998,26673,12,349,14,5,40696,0,1,2,1,7,0.598,0.392,0
23,129601,119421,60,313,17,2,48093,2,0,0,5,2,0.371,0.921,0
51,32812,45870,12,433,23,0,47042,0,0,0,4,1,1.434,1.398,1
60,86844,132536,24,642,22,4,53516,1,0,2,5,6,0.616,1.526,0
57,158251,76101,60,585,11,3,37487,1,0,1,1,2,0.237,0.481,1
56,199870,27821,48,613,22,3,40849,2,0,0,6,8,0.204,0.139,0
44,99601,30494,60,596,20,4,14550,2,1,2,6,2,0.146,0.306,0
51,164347,104477,60,463,25,0,76400,1,1,2,1,7,0.465,0.636,0
26,72857,131083,48,796,7,5,49699,1,0,0,5,1,0.682,1.799,1
22,150555,117698,48,315,29,4,78160,3,0,3,1,8,0.519,0.782,0
40,45700,116560,24,643,33,0,68897,0,0,1,0,0,1.508,2.551,0
48,195536,136907,48,377,1,2,13707,1,1,3,6,2,0.07,0.7,1
31,198423,23646,36,645,4,5,1924,2,1,3,5,1,0.01,0.119,0
24,118330,128777,36,371,30,1,78183,2,0,1,7,6,0.661,1.088,0
35,169941,82360,24,569,32,0,29018,1,1,1,1,4,0.171,0.485,0
26,177026,42335,12,586,3,3,21031,2,0,0,7,7,0.119,0.239,0
50,187627,74351,12,365,5,3,65164,0,0,0,0,1,0.347,0.396,1
58,88353,119934,36,367,22,5,68237,3,1,0,3,7,0.772,1.357,0
22,125772,138501,48,492,18,1,49573,0,1,1,6,6,0.394,1.101,1
35,116502,46950,24,354,7,0,16719,3,1,3,4,4,0.144,0.403,1
31,138943,65654,12,678,12,1,9718,3,1,1,4,1,0.07,0.473,1
28,134850,112422,12,467,0,2,56,1,1,0,1,9,0.0,0.834,1
46,70095,114934,60,708,5,1,15352,2,0,3,4,6,0.219,1.64,1
64,170342,124975,36,807,6,2,47820,3,1,0,0,9,0.281,0.734,1
25,186980,96186,48,836,26,3,68683,1,0,3,3,3,0.367,0.514,0
26,40523,109234,24,401,14,2,69073,2,1,0,1,3,1.705,2.696,1
46,87433,107326,12,721,33,0,721,2,0,1,2,7,0.008,1.228,0
24,44991,82527,60,777,22,5,51969,3,1,2,5,5,1.155,1.834,0
39,35775,91704,36,419,23,5,40194,2,1,2,6,8,1.124,2.563,0
40,109995,101952,36,590,14,0,46556,0,0,3,7,1,0.423,0.927,0
53,172745,65782,24,787,34,0,46775,2,1,1,4,4,0.271,0.381,1
40,147808,76116,12,460,3,0,79882,0,0,0,4,5,0.54,0.515,0
32,183128,94626,24,377,16,4,39883,2,1,3,1,7,0.218,0.517,0
21,162686,51015,24,337,30,2,10911,3,0,3,5,3,0.067,0.314,1
46,32415,107877,60,693,9,0,65795,3,0,0,5,6,2.03,3.328,0
34,199956,20339,36,740,26,5,20872,1,1,0,4,6,0.104,0.102,1
58,173036,139563,48,839,5,1,74327,0,1,0,4,3,0.43,0.807,0
57,193798,136778,36,761,5,1,73072,0,1,1,7,0,0.377,0.706,1
31,62044,102493,36,593,14,4,44537,3,1,2,2,2,0.718,1.652,0
56,193616,143069,60,699,3,2,16860,3,1,3,5,1,0.087,0.739,1
33,74976,134526,48,391,6,2,70819,3,0,3,0,2,0.945,1.794,0
63,188324,126648,12,305,25,2,30743,0,1,2,6,4,0.163,0.673,1
23,28832,30163,48,570,30,5,42559,1,1,3,1,0,1.476,1.046,0
53,59148,92508,12,398,1,5,72941,0,0,1,1,4,1.233,1.564,0
26,137230,44619,48,825,27,4,32205,3,0,0,2,1,0.235,0.325,1
30,110076,17126,24,493,12,2,17645,1,1,2,6,3,0.16,0.156,0
25,63402,69926,48,456,17,2,71859,2,0,1,2,5,1.133,1.103,0
43,63578,45633,60,414,29,0,71473,2,1,0,0,8,1.124,0.718,1
30,115453,8317,12,695,10,2,50734,3,0,2,3,9,0.439,0.072,0
64,178390,49980,36,821,12,5,30431,1,0,1,1,5,0.171,0.28,1
22,100715,49115,60,513,23,0,60914,3,0,2,5,9,0.605,0.488,1
33,136435,48158,12,832,28,0,17882,0,1,2,6,1,0.131,0.353,1
60,176538,110364,12,314,4,2,78539,0,0,1,4,7,0.445,0.625,0
22,120742,20504,36,718,34,1,43346,1,1,3,6,4,0.359,0.17,1
40,70475,42196,24,667,18,3,12979,3,1,1,0,8,0.184,0.599,1
21,85142,70938,60,512,12,5,44828,3,1,2,7,9,0.527,0.833,0
57,182636,144677,36,304,4,1,7228,2,0,2,1,8,0.04,0.792,1
29,178484,62388,36,530,13,2,74836,1,1,1,5,3,0.419,0.35,0
37,118526,60501,24,500,21,2,74217,3,0,0,0,0,0.626,0.51,0
29,76001,32043,60,701,8,1,73803,0,0,0,7,8,0.971,0.422,0
31,82649,38635,36,448,25,2,70908,3,1,0,3,8,0.858,0.467,0
35,191589,85691,24,791,4,5,38918,3,1,0,5,7,0.203,0.447,1
44,169228,38132,60,525,28,0,10920,0,1,1,1,4,0.065,0.225,0
58,179136,20366,48,468,21,4,27785,0,1,3,6,4,0.155,0.114,1
55,50711,98944,12,451,2,2,25178,3,1,0,4,9,0.496,1.951,0
50,55106,120267,24,523,27,2,71997,0,0,2,5,5,1.307,2.182,0
51,90458,44236,12,803,13,1,14052,2,0,0,7,0,0.155,0.489,1
25,172661,9150,48,849,13,0,72868,2,1,3,7,8,0.422,0.053,0
64,155429,116369,36,343,10,1,49383,2,1,1,1,4,0.318,0.749,0
34,126754,24423,36,803,8,5,327,0,1,3,7,6,0.003,0.193,1
31,163286,9137,60,540,5,1,70775,0,0,3,0,7,0.433,0.056,0
29,151479,34992,24,650,0,2,75614,0,0,3,3,4,0.499,0.231,0
54,183199,115540,24,322,24,0,7038,1,1,0,7,2,0.038,0.631,0
32,161213,120140,60,342,15,5,8048,0,1,0,5,5,0.05,0.745,1
55,53884,126225,12,765,14,2,14954,2,0,3,0,6,0.278,2.343,1
55,27708,71917,36,339,33,5,57541,2,0,1,0,3,2.077,2.596,0
21,43375,78690,36,602,16,2,45471,2,1,0,2,8,1.048,1.814,0
60,40088,39235,24,474,2,2,68315,1,1,1,0,3,1.704,0.979,0
42,82615,24122,24,831,2,2,13225,3,0,0,6,9,0.16,0.292,1
49,135138,28956,60,760,16,4,13531,2,0,1,5,1,0.1,0.214,1
28,35014,68879,48,492,0,3,70871,1,0,0,3,8,2.024,1.967,0
31,159345,63560,12,543,6,0,9530,3,0,3,4,3,0.06,0.399,1
61,127842,115310,48,579,25,4,59035,1,0,2,2,3,0.462,0.902,0
57,186953,6168,48,335,18,3,24791,1,1,2,0,9,0.133,0.033,0
34,103077,50124,24,839,29,5,1649,3,1,1,5,0,0.016,0.486,1
50,164784,57797,24,453,13,3,13472,0,0,1,6,1,0.082,0.351,1
55,77874,40294,24,322,12,3,68398,0,0,3,6,2,0.878,0.517,0
41,94087,8516,48,390,19,4,27134,2,0,3,6,6,0.288,0.091,1
57,37297,35373,12,689,25,0,66453,3,0,1,1,8,1.782,0.948,1
25,52128,127026,24,658,26,1,12444,2,1,2,2,4,0.239,2.437,1
39,93368,35270,36,849,24,3,41121,1,1,3,3,3,0.44,0.378,0
34,103958,146458,12,527,8,1,38217,0,1,1,1,1,0.368,1.409,0
46,57920,70184,36,501,11,1,22066,2,1,3,7,6,0.381,1.212,0
24,167228,42879,12,649,9,2,68347,2,0,3,3,5,0.409,0.256,0
45,167180,54597,24,337,5,1,36189,0,0,0,1,6,0.216,0.327,0
62,187917,8626,60,799,33,5,74826,1,1,3,4,7,0.398,0.046,0
45,158872,90936,24,342,18,5,63477,2,0,1,3,8,0.4,0.572,0
38,198784,86515,48,816,5,2,35489,2,1,3,1,9,0.179,0.435,1
60,158682,60390,48,367,1,0,27284,3,0,1,7,4,0.172,0.381,1
28,102603,59144,12,422,14,0,24698,3,0,0,6,4,0.241,0.576,1
59,58872,149454,48,635,16,5,43660,0,1,0,7,3,0.742,2.539,1
60,35728,9025,24,452,15,2,19637,0,0,2,3,2,0.55,0.253,0
34,120102,84380,36,461,27,0,48024,1,0,0,7,6,0.4,0.703,0
52,147049,123910,24,513,20,3,60405,1,0,0,2,4,0.411,0.843,0
58,45583,101055,12,675,7,0,61305,2,1,1,3,6,1.345,2.217,1
53,110774,131189,48,742,9,2,33556,3,0,2,5,1,0.303,1.184,1
43,163335,139515,36,722,9,5,69561,1,0,0,3,8,0.426,0.854,1
35,151374,26395,60,837,9,3,72277,2,0,3,1,8,0.477,0.174,0
53,175528,15725,36,529,8,1,3654,2,1,2,7,8,0.021,0.09,0
45,116118,38461,36,358,27,1,40428,0,0,0,7,4,0.348,0.331,0
37,90942,46115,24,395,23,1,38036,3,0,2,3,9,0.418,0.507,1
53,38689,115084,60,561,18,5,44549,2,1,0,4,8,1.151,2.975,1
22,189006,88732,12,653,32,2,65355,0,0,1,0,0,0.346,0.469,1
34,58276,84557,12,611,3,1,62119,2,0,2,2,1,1.066,1.451,1
60,126968,76260,36,435,2,0,46257,3,0,2,5,9,0.364,0.601,0
60,175945,6407,36,772,11,1,15987,2,1,0,6,4,0.091,0.036,1
59,38050,78568,48,729,17,4,20810,2,0,2,1,4,0.547,2.065,0
26,91216,63560,60,836,22,5,20311,1,0,0,6,5,0.223,0.697,1
26,109040,96288,36,445,19,4,54478,1,1,3,6,7,0.5,0.883,0
23,46644,124020,48,823,5,1,34920,0,1,2,7,0,0.749,2.659,1
27,87021,104301,60,386,33,1,8738,2,0,2,3,9,0.1,1.199,0
28,193197,19390,12,408,1,4,73424,0,0,1,3,8,0.38,0.1,0
62,67291,32307,48,722,29,5,62232,3,0,1,3,3,0.925,0.48,0
35,191132,29502,60,644,8,5,5474,0,1,2,7,7,0.029,0.154,1
49,157610,27486,48,565,26,1,59026,2,0,1,2,4,0.375,0.174,0
53,192248,116813,36,793,33,5,66024,1,1,2,5,0,0.343,0.608,1
50,66520,108920,24,632,23,3,50974,1,0,0,0,8,0.766,1.637,0
59,50675,87768,12,712,16,5,24144,0,1,2,4,7,0.476,1.732,1
47,174359,146820,36,490,28,4,5622,1,1,2,5,4,0.032,0.842,1
56,25174,67785,36,441,11,2,52273,2,1,3,4,3,2.076,2.693,1
49,117268,81050,60,372,30,4,39214,2,0,1,6,7,0.334,0.691,0
58,59998,27738,48,466,8,0,57993,3,1,1,5,8,0.967,0.462,1
53,168184,79231,12,467,18,3,25223,1,1,3,1,6,0.15,0.471,0
57,130410,78606,36,558,16,2,21865,1,0,0,0,3,0.168,0.603,0
47,100225,46662,60,738,1,1,74108,3,1,0,0,6,0.739,0.466,1
53,69814,123313,12,410,4,0,63649,0,1,0,2,5,0.912,1.766,1
24,110091,20123,48,830,15,0,43026,3,0,3,7,2,0.391,0.183,1
42,75719,16182,36,589,16,3,59207,1,1,2,5,9,0.782,0.214,0
22,154887,95369,36,809,26,2,26866,0,0,0,3,2,0.173,0.616,1
30,58919,31128,36,474,6,0,12416,2,0,0,0,0,0.211,0.528,0
25,98155,36556,12,601,7,2,25775,2,0,3,5,4,0.263,0.372,0
30,96569,145021,12,484,7,2,29080,3,1,1,3,7,0.301,1.502,0
53,66328,56962,12,638,22,5,70423,2,0,3,2,5,1.062,0.859,1
58,49618,95054,12,809,31,0,19374,1,1,1,6,7,0.39,1.916,1
33,59675,29099,60,609,17,2,58451,3,1,0,6,6,0.979,0.488,1
51,43919,148788,24,806,11,3,52599,1,1,0,5,1,1.198,3.388,1
56,29173,58144,60,645,14,0,15684,1,1,2,5,7,0.538,1.993,0
44,134369,12837,36,380,27,3,24002,0,0,2,1,3,0.179,0.096,0
35,51400,130212,60,673,30,3,22972,0,0,1,5,4,0.447,2.533,1
49,95305,121680,48,455,8,2,66153,0,1,0,1,7,0.694,1.277,0
28,193636,111802,12,731,7,2,46404,2,1,0,3,4,0.24,0.577,1
25,113791,107413,48,799,18,5,6309,0,0,3,7,4,0.055,0.944,0
49,184034,56012,48,446,7,5,68326,1,0,0,6,5,0.371,0.304,1
24,95533,135193,36,780,33,0,7826,3,0,0,7,6,0.082,1.415,1
32,128591,63123,12,734,3,5,12134,3,1,3,3,8,0.094,0.491,0
22,166650,116825,48,818,30,1,19693,1,0,3,6,6,0.118,0.701,0
47,156060,13720,36,368,2,0,4054,2,0,0,6,5,0.026,0.088,0
51,174696,63655,12,485,34,3,16090,3,0,2,0,9,0.092,0.364,0
56,64194,98448,24,503,18,5,15569,1,1,2,2,3,0.243,1.534,0
56,134903,125507,36,312,28,5,32227,1,0,0,7,9,0.239,0.93,0
46,156461,39812,60,573,9,5,6508,1,0,2,1,1,0.042,0.254,0
63,124303,54570,12,597,11,2,16608,3,0,3,6,8,0.134,0.439,0
47,138903,55901,48,350,29,3,75969,3,1,2,0,9,0.547,0.402,0
25,92391,65186,48,799,29,5,24520,0,1,0,7,4,0.265,0.706,1
40,169866,127066,60,668,17,4,77424,0,0,2,4,4,0.456,0.748,0
31,83002,133364,60,656,23,4,30932,1,1,0,0,2,0.373,1.607,1
30,60531,41160,48,302,31,3,19734,1,1,2,3,2,0.326,0.68,1
60,29986,24156,12,553,8,5,69363,1,0,0,4,0,2.313,0.806,0
58,57298,81208,36,774,23,1,50555,1,1,0,7,4,0.882,1.417,1
26,26481,100377,60,805,25,1,16257,3,0,2,0,2,0.614,3.791,1
28,81408,47863,60,555,2,0,32194,0,1,2,5,1,0.395,0.588,0
43,146950,70439,60,449,22,0,16793,2,1,3,2,8,0.114,0.479,1
46,172907,143266,24,787,10,5,34684,1,0,1,1,9,0.201,0.829,1
63,150355,126361,12,578,9,0,53219,0,0,0,5,5,0.354,0.84,1
32,52798,101176,12,358,12,2,2859,1,0,0,4,2,0.054,1.916,0
46,116649,34777,12,745,28,1,39840,3,1,0,6,6,0.342,0.298,1
33,89887,92201,12,412,12,3,59327,2,1,0,2,8,0.66,1.026,0
60,44477,20867,12,788,25,5,34819,0,1,2,6,8,0.783,0.469,0
